,0
3538,"A: Ah
B: Left her there for a while and then I went off to have a nice lunch with some friends
A: Uh huh
B: Must go and go and xiao a bit [lah] what to do
A: Orh <unclear> word </unclear> some friends you you you need diversion <unclear> word </unclear>
B: I know I've been waiting for you what my dear
A: <unclear> word </unclear> your sanity you know"
3539,"A: <unclear> word </unclear> your sanity you know
B: I know
A: <unclear> word </unclear>
B: Ya they're waiting for you honestly then I thought no [lah] if if you didn't call
A: Aiyah I tell you what
A: I told you right
B: Uhm"
3540,"B: I know
A: <unclear> word </unclear>
B: Ya they're waiting for you honestly then I thought no lah if if you didn't call
A: Aiyah I tell you what
A: I told you right
B: Uhm
A: Marion called me this morning"
3541,"A: Marion called me this morning
B: Uhm
A: And we were saying that we will meet up uh next week
B: Hah
A: Shall we go for lunch
B: Ya why not
A: Huh"
3542,"A: Shall we go for lunch
B: Ya why not
A: Huh
A: Maybe bring the kids also so what [lah]
B: Can can ya lah
A: Huh
B: But the thing is ya lah only the with the children we also got to keep an eye on them and then make sure they don't fall off or whatever"
3543,"B: Ya why not
A: Huh
A: Maybe bring the kids also so what lah
B: Can can ya [lah]
A: Huh
B: But the thing is ya lah only the with the children we also got to keep an eye on them and then make sure they don't fall off or whatever
A: Never mind lah we work round it we work round it"
3544,"A: Maybe bring the kids also so what lah
B: Can can ya lah
A: Huh
B: But the thing is ya [lah] only the with the children we also got to keep an eye on them and then make sure they don't fall off or whatever
A: Never mind lah we work round it we work round it
B: Huh
A: We go for lunch next week"
3545,"B: Can can ya lah
A: Huh
B: But the thing is ya lah only the with the children we also got to keep an eye on them and then make sure they don't fall off or whatever
A: Never mind [lah] we work round it we work round it
B: Huh
A: We go for lunch next week
B: Ah good idea"
3546,"A: Never mind lah we work round it we work round it
B: Huh
A: We go for lunch next week
B: Ah good idea
A: Okay
B: Ya
A: But uh let me sound out my dear friend Mrs Gan next"
3547,"A: Okay
B: Ya
A: But uh let me sound out my dear friend Mrs Gan next
B: Ah but what uhm be careless on that full-time <unclear> word </unclear> right
B: Her her two-hour regime
A: Ah but but this this is kind of like kuching kurak right
A: You can tiao kai also lah you know"
3548,"A: But uh let me sound out my dear friend Mrs Gan next
B: Ah but what uhm be careless on that full-time <unclear> word </unclear> right
B: Her her two-hour regime
A: Ah but but this this is kind of like kuching kurak right
A: You can tiao kai also lah you know
B: You don't
B: Ya ya ya ya"
3549,"B: Ah but what uhm be careless on that full-time <unclear> word </unclear> right
B: Her her two-hour regime
A: Ah but but this this is kind of like kuching kurak right
A: You can tiao kai also [lah] you know
B: You don't
B: Ya ya ya ya
A: Ya it's not as if you're primary one"
3550,"A: I know
A: Say thank you very much don't come or something
A: Ya ya ya
B: Ya [ah] by the way you know what happen
B: I was so zany uh I didn't register Bee Joo you know <unclear> word </unclear>
B: I thought registration over already
A: But let me tell you"
3551,"A: Ya it's more for like interaction and things like that
A: It's so you know
B: Yes it's true
A: Ah but you're you're you you you're not late you know
B: Where where where
B: Tell me
A: Uh Chapel"
3552,"B: Bee Joo will be
A: Actually uh I I I kind of I told you right
B: Uhm
A: I kind of like have Chapel earmarked you know but the minute I got Marymount I told myself aiyah forget it
B: Oh you got Marymount nuh
A: Ya I had I got Marymount
B: Oh ah then we can carpool"
3553,"A: I kind of like have Chapel earmarked you know but the minute I got Marymount I told myself aiyah forget it
B: Oh you got Marymount nuh
A: Ya I had I got Marymount
B: Oh [ah] then we can carpool
B: I can drive someday you drive the other days
A: Oh to where
A: To Marymount"
3554,"B: I can drive someday you drive the other days
A: Oh to where
A: To Marymount
B: Ya [lah]
A: Why not
B: Why not
B: Why not"
3555,"B: How how
A: You try to
B: You you go there and then beg and beg and and and kowtow uh
A: No [lah]
A: No lah
A: Don't do such things
B: And then do what"
3556,"A: You try to
B: You you go there and then beg and beg and and and kowtow uh
A: No lah
A: No [lah]
A: Don't do such things
B: And then do what
A: You just go there and then uhm"
3557,"A: Next year Nursery
B: Oh next year nursery
A: Yes
B: Oh your PAP started already [ah]
A: Ya
B: Orh orh orh
A: You see PAP they don't care lah you know as long as you pay them that amount of money whether you turn up you come you don't come they don't care"
3558,"B: Oh your PAP started already ah
A: Ya
B: Orh orh orh
A: You see PAP they don't care [lah] you know as long as you pay them that amount of money whether you turn up you come you don't come they don't care
B: Oh like that
A: Ya
B: But is it difficult to get into the PAP program"
3559,"B: Oh like that
A: Ya
B: But is it difficult to get into the PAP program
A: No [lah] PAP is very easy
B: Where where is this thing Uh maybe if you know Bee Joo can join April what
A: Ya
B: then suka suka go then go suka suka then sleep who cares"
3560,"B: Oh uhm
B: Good after-work entertainment
A: Ya
B: And he finally finished his notes so he can take a breather for a while but Hadiah says she's chasing him
B: What notes
A: Uhm for the short course
A: He helps out in the short course his lectures and all that"
3561,"B: What notes
A: Uhm for the short course
A: He helps out in the short course his lectures and all that
B: Hah
B: Uh huh
A: So he has to produce a set of notes
B: Uhm uhm"
3562,"B: Uh huh
A: So he has to produce a set of notes
B: Uhm uhm
A: So Hadiah has to chase him each time for the notes because it's late
B: Oh boy
B: He probably has too much to say
A: But I mean he actually he's involved in so many things"
3563,"B: He probably has too much to say
A: But I mean he actually he's involved in so many things
A: He's got so many projects running at same time
B: Ah
A: and and he's also got a uhm poly student attached to him
B: Uh huh
A: For I don't know what they are doing but at the moment the poly student is doing a lot of calculations"
3564,"B: Hi
B: Alvin huh
B: Ganesh here
C: Ah
B: Eh you know what time Haresh coming down
C: Uh supposed to be four
B: At four o'clock ah"
3565,"C: Ah
B: Eh you know what time Haresh coming down
C: Uh supposed to be four
B: At four o'clock [ah]
C: Ya
B: Four o'clock ah
B: Okay"
3566,"C: Uh supposed to be four
B: At four o'clock ah
C: Ya
B: Four o'clock [ah]
B: Okay
B: You'll be down at
C: Because he didn't call back you see so we can't reach him already"
3567,"C: Because he didn't call back you see so we can't reach him already
B: Oh okay
B: But does he have the budget and all that for the next production or not
C: I don't know [lah]
B: Don't know ah
C: Ya
B: Ya ya okay"
3568,"B: Oh okay
B: But does he have the budget and all that for the next production or not
C: I don't know lah
B: Don't know [ah]
C: Ya
B: Ya ya okay
C: Okay"
3569,"C: Ya
B: Ya ya okay
C: Okay
B: Because the thing is I just want I need need to know roughly how much it'll cost [lah]
C: I can give you a number lah I think so
B: Ah
B: Can nuh"
3570,"B: Ya ya okay
C: Okay
B: Because the thing is I just want I need need to know roughly how much it'll cost lah
C: I can give you a number [lah] I think so
B: Ah
B: Can nuh
B: Maybe we can work with that lah"
3571,"C: Okay
B: Because the thing is I just want I need need to know roughly how much it'll cost lah
C: I can give you a number lah I think so
B: Ah
B: Can nuh
B: Maybe we can work with that lah
C: Ah I think we can"
3572,"C: I can give you a number lah I think so
B: Ah
B: Can nuh
B: Maybe we can work with that [lah]
C: Ah I think we can
B: Ya
C: I think he has something in his head"
3573,"B: Ah
B: Can nuh
B: Maybe we can work with that lah
C: Ah I think we can
B: Ya
C: I think he has something in his head
B: Okay we work with that lah"
3574,"C: Ah I think we can
B: Ya
C: I think he has something in his head
B: Okay we work with that [lah]
C: <unclear> word </unclear> after the discussion what we can do is
B: Uhm
C: Maybe type it out tonight and fax it for so you know"
3575,"C: So but I don't know whether he has anything uh written
B: Uhm ya
C: uh you know
B: That's true [lah]
C: Ya so maybe today in the preliminary kind of thing lah
B: Uhm
B: Ganesh will be no problem lah"
3576,"B: Uhm ya
C: uh you know
B: That's true lah
C: Ya so maybe today in the preliminary kind of thing [lah]
B: Uhm
B: Ganesh will be no problem lah
B: No I just"
3577,"B: That's true lah
C: Ya so maybe today in the preliminary kind of thing lah
B: Uhm
B: Ganesh will be no problem [lah]
B: No I just
C: He uh he uh he's got some ideas and maybe want to like
B: Work out hah"
3578,"B: Ganesh will be no problem lah
B: No I just
C: He uh he uh he's got some ideas and maybe want to like
B: Work out hah
C: Work out something uh
B: Okay that shouldn't be a problem
B: Oh ya before you put down the phone I must inform you"
3579,"C: Work out something uh
B: Okay that shouldn't be a problem
B: Oh ya before you put down the phone I must inform you
C: Ah
B: That uh our conversation is being taped
C: Okay
B: No"
3580,"C: Okay
B: No
C: Why you're trying out the scene is it
B: Ya no why aiyah we have a friend from English department
C: Uh huh
B: She's doing a study on Singaporean English lah
C: Oh okay"
3581,"C: Why you're trying out the scene is it
B: Ya no why aiyah we have a friend from English department
C: Uh huh
B: She's doing a study on Singaporean English [lah]
C: Oh okay
B: As as people talk over the phone
B: So unfortunately you have been selected"
3582,"B: As as people talk over the phone
B: So unfortunately you have been selected
C: Okay
B: For this project and so this conversation has been taped [lah]
C: Okay lah
B: Uhm
B: This is all in the name of academia"
3583,"B: So unfortunately you have been selected
C: Okay
B: For this project and so this conversation has been taped lah
C: Okay [lah]
B: Uhm
B: This is all in the name of academia
B: Yes"
3584,"B: Oh you paid not <unclear> word </unclear>
B: How much uh
C: Mine mine is about five K start off
B: Okay [lah] that's not too bad [lah]
C: <unclear> word </unclear> not too bad not
C: I was <unclear> word </unclear>
B: Ya"
3585,"C: <unclear> word </unclear> not too bad not
C: I was <unclear> word </unclear>
B: Ya
B: Anyway you have the freedom [lah]
B: You have the freedom to do what you want now
C: Now uh I agree uh
B: How were the reviews of the <unclear> word </unclear> so far"
3586,"B: You have the freedom to do what you want now
C: Now uh I agree uh
B: How were the reviews of the <unclear> word </unclear> so far
C: Okay [lah] so far
B: I enjoyed the show yesterday uh
C: Huh
B: I thought it was quite good yesterday"
3587,"B: I enjoyed the show yesterday uh
C: Huh
B: I thought it was quite good yesterday
C: Ya okay [lah]
B: Ya
C: so far it's been positive because there are some people can't make the link
B: Orh orh orh"
3588,"C: so far it's been positive because there are some people can't make the link
B: Orh orh orh
C: Ya
B: I don't know what the link is [lah] but I assume it was trying to show that if your foundation not strong in both cases you will collapse or something like that
C: Uhm that that that can also
B: Ya
C: And some you will have someone that is uh the strong will survive"
